ExtractID,SamplingSite,Longitude,Latitude,Country,Subspecies
Gep2-40,Comoe,"-3,708","8,842",Côte d'Ivoire - North-East,Western
Gep2-41,Comoe,"-3,708","8,842",Côte d'Ivoire - North-East,Western
Gep2-45,Comoe,"-3,708","8,842",Côte d'Ivoire - North-East,Western
Gep2-48,Comoe,"-3,708","8,842",Côte d'Ivoire - North-East,Western
Gep2-52,Comoe,"-3,708","8,842",Côte d'Ivoire - North-East,Western
Gep2-53,Comoe,"-3,708","8,842",Côte d'Ivoire - North-East,Western
Gep2-61,Comoe,"-3,708","8,842",Côte d'Ivoire - North-East,Western
Gha-01-01,Bia,"-3,017","6,362",Ghana,Western
Gha-01-04,Bia,"-3,017","6,362",Ghana,Western
Gha-01-05,Bia,"-3,017","6,362",Ghana,Western
Gha-01-06,Bia,"-3,017","6,362",Ghana,Western
Gha-01-07,Bia,"-3,017","6,362",Ghana,Western
Gha-01-08,Bia,"-3,017","6,362",Ghana,Western
Gha-01-11,Ankasa (Zoo chimpanzee),"-2,538","5,313",Ghana,Western
Gis1-1,Gishwati,"29,369","-1,819",Rwanda,Eastern
Gis1-10,Gishwati,"29,369","-1,819",Rwanda,Eastern
Gis1-11,Gishwati,"29,369","-1,819",Rwanda,Eastern
Gis1-13,Gishwati,"29,369","-1,819",Rwanda,Eastern
Gis1-17,Gishwati,"29,369","-1,819",Rwanda,Eastern
Gis1-20,Gishwati,"29,369","-1,819",Rwanda,Eastern
Gis1-21,Gishwati,"29,369","-1,819",Rwanda,Eastern
Gis1-23,Gishwati,"29,369","-1,819",Rwanda,Eastern
Gis1-24,Gishwati,"29,369","-1,819",Rwanda,Eastern
Gis1-25,Gishwati,"29,369","-1,819",Rwanda,Eastern
Gis1-4,Gishwati,"29,369","-1,819",Rwanda,Eastern
Gis1-47,Gishwati,"29,369","-1,819",Rwanda,Eastern
Gis1-5,Gishwati,"29,369","-1,819",Rwanda,Eastern
Gis1-59,Gishwati,"29,369","-1,819",Rwanda,Eastern
Gis1-6,Gishwati,"29,369","-1,819",Rwanda,Eastern
Gis1-70,Gishwati,"29,369","-1,819",Rwanda,Eastern
Gis1-8,Gishwati,"29,369","-1,819",Rwanda,Eastern
Gis2-2,Gishwati,"29,369","-1,819",Rwanda,Eastern
Gis2-50,Gishwati,"29,369","-1,819",Rwanda,Eastern
Gis2-7,Gishwati,"29,369","-1,819",Rwanda,Eastern
Gou1-14,Goualougo,"16,607","2,177",R. Congo-North,Central
Gou1-15,Goualougo,"16,607","2,177",R. Congo-North,Central
Gou1-18,Goualougo,"16,607","2,177",R. Congo-North,Central
Gou1-20,Goualougo,"16,607","2,177",R. Congo-North,Central
Gou1-21,Goualougo,"16,607","2,177",R. Congo-North,Central
Gou1-23,Goualougo,"16,607","2,177",R. Congo-North,Central
Gou1-24,Goualougo,"16,607","2,177",R. Congo-North,Central
Gou1-27,Goualougo,"16,607","2,177",R. Congo-North,Central
Gou1-38,Goualougo,"16,607","2,177",R. Congo-North,Central
Gou1-4,Goualougo,"16,607","2,177",R. Congo-North,Central
Gou1-40,Goualougo,"16,607","2,177",R. Congo-North,Central
Gou1-51,Goualougo,"16,607","2,177",R. Congo-North,Central
Gou1-58,Goualougo,"16,607","2,177",R. Congo-North,Central
Gou1-61,Goualougo,"16,607","2,177",R. Congo-North,Central
Gou1-66,Goualougo,"16,607","2,177",R. Congo-North,Central
Gou1-7,Goualougo,"16,607","2,177",R. Congo-North,Central
Gou1-70,Goualougo,"16,607","2,177",R. Congo-North,Central
Gou1-75,Goualougo,"16,607","2,177",R. Congo-North,Central
Gou1-8,Goualougo,"16,607","2,177",R. Congo-North,Central
Gou1-9,Goualougo,"16,607","2,177",R. Congo-North,Central
Itu-01-01,Ituri,"30,901","1,960",DRC,Eastern
Itu-01-02,Ituri,"30,901","1,960",DRC,Eastern
Itu-01-03,Ituri,"30,901","1,960",DRC,Eastern
Itu-01-04,Ituri,"30,901","1,960",DRC,Eastern
Itu-01-05,Ituri,"30,901","1,960",DRC,Eastern
Itu-01-06,Ituri,"30,901","1,960",DRC,Eastern
Itu-01-07,Ituri,"30,901","1,960",DRC,Eastern
Itu-01-08,Ituri,"30,901","1,960",DRC,Eastern
Itu-01-09,Ituri,"30,901","1,960",DRC,Eastern
Itu-01-10,Ituri,"30,901","1,960",DRC,Eastern
Itu-01-11,Ituri,"30,901","1,960",DRC,Eastern
Itu-01-12,Ituri,"30,901","1,960",DRC,Eastern
Ivi1-1,Ivindo,"12,975","0,222",Gabon-Central,Central
Ivi1-2,Ivindo,"12,975","0,222",Gabon-Central,Central
Kab1-1,Kabogo,"29,231","-5,422",DRC,Eastern
Kab1-2,Kabogo,"29,231","-5,422",DRC,Eastern
Kab1-3,Kabogo,"29,231","-5,422",DRC,Eastern
Kab1-4,Kabogo,"29,231","-5,422",DRC,Eastern
Kab1-5,Kabogo,"29,231","-5,422",DRC,Eastern
Kab2-1,Kabogo,"29,231","-5,422",DRC,Eastern
Kab2-4,Kabogo,"29,231","-5,422",DRC,Eastern
Kab2-5,Kabogo,"29,231","-5,422",DRC,Eastern
Kay1-12,Kayan,"-12,239","13,191",Senegal,Western
Kay1-13,Kayan,"-12,239","13,191",Senegal,Western
Kay1-15,Kayan,"-12,239","13,191",Senegal,Western
Kay1-16,Kayan,"-12,239","13,191",Senegal,Western
Kay1-17,Kayan,"-12,239","13,191",Senegal,Western
Kay1-20,Kayan,"-12,239","13,191",Senegal,Western
Kay1-23,Kayan,"-12,239","13,191",Senegal,Western
Kay1-4,Kayan,"-12,239","13,191",Senegal,Western
Kay2-20,Kayan,"-12,239","13,191",Senegal,Western
Kay2-24,Kayan,"-12,239","13,191",Senegal,Western
Kay2-25,Kayan,"-12,239","13,191",Senegal,Western
Kay2-26,Kayan,"-12,239","13,191",Senegal,Western
Kay2-29,Kayan,"-12,239","13,191",Senegal,Western
Kay2-3,Kayan,"-12,239","13,191",Senegal,Western
Kay2-32,Kayan,"-12,239","13,191",Senegal,Western
Kay2-4,Kayan,"-12,239","13,191",Senegal,Western
Kay2-41,Kayan,"-12,239","13,191",Senegal,Western
Kay2-49,Kayan,"-12,239","13,191",Senegal,Western
Kay2-52,Kayan,"-12,239","13,191",Senegal,Western
Kay2-54,Kayan,"-12,239","13,191",Senegal,Western
Kor1-12,Korup,"8,869","5,124",Cameroon,Nigeria-Cameroon
Kor1-14,Korup,"8,869","5,124",Cameroon,Nigeria-Cameroon
Kor1-15,Korup,"8,869","5,124",Cameroon,Nigeria-Cameroon
Kor1-24,Korup,"8,869","5,124",Cameroon,Nigeria-Cameroon
Kor1-25,Korup,"8,869","5,124",Cameroon,Nigeria-Cameroon
Kor1-27,Korup,"8,869","5,124",Cameroon,Nigeria-Cameroon
Kor1-34,Korup,"8,869","5,124",Cameroon,Nigeria-Cameroon
Kor1-35,Korup,"8,869","5,124",Cameroon,Nigeria-Cameroon
Kor1-65,Korup,"8,869","5,124",Cameroon,Nigeria-Cameroon
Kor1-79,Korup,"8,869","5,124",Cameroon,Nigeria-Cameroon
Kor1-8,Korup,"8,869","5,124",Cameroon,Nigeria-Cameroon
Kor1-84,Korup,"8,869","5,124",Cameroon,Nigeria-Cameroon
Kor2-1,Korup,"8,869","5,124",Cameroon,Nigeria-Cameroon
Kor2-14,Korup,"8,869","5,124",Cameroon,Nigeria-Cameroon
Kor2-17,Korup,"8,869","5,124",Cameroon,Nigeria-Cameroon
Kor2-26,Korup,"8,869","5,124",Cameroon,Nigeria-Cameroon
Kor2-35,Korup,"8,869","5,124",Cameroon,Nigeria-Cameroon
Kor2-5,Korup,"8,869","5,124",Cameroon,Nigeria-Cameroon
Kor2-8,Korup,"8,869","5,124",Cameroon,Nigeria-Cameroon
LCA-3-10,Loango,"9,480","-2,078",Gabon-South,Central
LCA-3-12,Loango,"9,480","-2,078",Gabon-South,Central
Lib1-25D,Sapo,"-8,781","5,314",Liberia,Western
Lib1-6-D,Sapo,"-8,781","5,314",Liberia,Western
Lib2-10,Sapo,"-8,781","5,314",Liberia,Western
Lib2-14,Sapo,"-8,781","5,314",Liberia,Western
Lib2-15,Sapo,"-8,781","5,314",Liberia,Western
Lib2-17,Sapo,"-8,781","5,314",Liberia,Western
Lib2-2,Sapo,"-8,781","5,314",Liberia,Western
Lib2-23,Sapo,"-8,781","5,314",Liberia,Western
Lib2-26,Sapo,"-8,781","5,314",Liberia,Western
Lib2-27,Sapo,"-8,781","5,314",Liberia,Western
Lib2-28,Sapo,"-8,781","5,314",Liberia,Western
Lib2-48,Sapo,"-8,781","5,314",Liberia,Western
Lib2-62,Sapo,"-8,781","5,314",Liberia,Western
Lib2-66,Sapo,"-8,781","5,314",Liberia,Western
Lib3-34,Sapo,"-8,781","5,314",Liberia,Western
Loma2-1,Loma,"-11,107","9,169",Sierra Leone,Western
Loma2-2,Loma,"-11,107","9,169",Sierra Leone,Western
Loma2-3,Loma,"-11,107","9,169",Sierra Leone,Western
Loma2-4,Loma,"-11,107","9,169",Sierra Leone,Western
Loma2-5,Loma,"-11,107","9,169",Sierra Leone,Western
Loma2-6,Loma,"-11,107","9,169",Sierra Leone,Western
Loma2-7,Loma,"-11,107","9,169",Sierra Leone,Western
Lop1-13,Lope,"11,601","-0,205",Gabon-Central,Central
Lop1-14,Lope,"11,601","-0,205",Gabon-Central,Central
Lop1-23,Lope,"11,601","-0,205",Gabon-Central,Central
Lop1-24,Lope,"11,601","-0,205",Gabon-Central,Central
Lop1-25,Lope,"11,601","-0,205",Gabon-Central,Central
Lop2-11,Lope,"11,601","-0,205",Gabon-Central,Central
Lop2-16,Lope,"11,601","-0,205",Gabon-Central,Central
Lop2-3,Lope,"11,601","-0,205",Gabon-Central,Central
Lop2-34,Lope,"11,601","-0,205",Gabon-Central,Central
Lop2-35,Lope,"11,601","-0,205",Gabon-Central,Central
Lop2-43,Lope,"11,601","-0,205",Gabon-Central,Central
Lop2-45,Lope,"11,601","-0,205",Gabon-Central,Central
Lop2-76,Lope,"11,601","-0,205",Gabon-Central,Central
Lop2-77,Lope,"11,601","-0,205",Gabon-Central,Central
Lop2-80,Lope,"11,601","-0,205",Gabon-Central,Central
Lop2-82,Lope,"11,601","-0,205",Gabon-Central,Central
Lop2-88,Lope,"11,601","-0,205",Gabon-Central,Central
Lop3-11,Lope,"11,601","-0,205",Gabon-Central,Central
Lop3-14,Lope,"11,601","-0,205",Gabon-Central,Central
Lop3-20,Lope,"11,601","-0,205",Gabon-Central,Central
Mbe-02-01,Mbe,"9,080","6,245",Nigeria,Nigeria-Cameroon
Mbe-02-04,Mbe,"9,080","6,245",Nigeria,Nigeria-Cameroon
Mbe-02-05,Mbe,"9,080","6,245",Nigeria,Nigeria-Cameroon
Mbe-02-07,Mbe,"9,080","6,245",Nigeria,Nigeria-Cameroon
Mbe-02-09,Mbe,"9,080","6,245",Nigeria,Nigeria-Cameroon
Mbe-02-12,Mbe,"9,080","6,245",Nigeria,Nigeria-Cameroon
Mbe-02-13,Mbe,"9,080","6,245",Nigeria,Nigeria-Cameroon
Mbe1-10,Mbe,"9,080","6,245",Nigeria,Nigeria-Cameroon
Mbe1-12,Mbe,"9,080","6,245",Nigeria,Nigeria-Cameroon
Mbe1-13,Mbe,"9,080","6,245",Nigeria,Nigeria-Cameroon
Mbe1-15,Mbe,"9,080","6,245",Nigeria,Nigeria-Cameroon
Mbe1-16,Mbe,"9,080","6,245",Nigeria,Nigeria-Cameroon
Mbe1-17,Mbe,"9,080","6,245",Nigeria,Nigeria-Cameroon
Mbe1-18,Mbe,"9,080","6,245",Nigeria,Nigeria-Cameroon
Mbe1-19,Mbe,"9,080","6,245",Nigeria,Nigeria-Cameroon
Mbe1-2,Mbe,"9,080","6,245",Nigeria,Nigeria-Cameroon
Mbe1-20,Mbe,"9,080","6,245",Nigeria,Nigeria-Cameroon
Mbe1-21,Mbe,"9,080","6,245",Nigeria,Nigeria-Cameroon
Mbe1-22_2,Mbe,"9,080","6,245",Nigeria,Nigeria-Cameroon
Mbe1-23,Mbe,"9,080","6,245",Nigeria,Nigeria-Cameroon
Mbe1-24,Mbe,"9,080","6,245",Nigeria,Nigeria-Cameroon
Mbe1-25,Mbe,"9,080","6,245",Nigeria,Nigeria-Cameroon
Mbe1-26,Mbe,"9,080","6,245",Nigeria,Nigeria-Cameroon
Mbe1-4,Mbe,"9,080","6,245",Nigeria,Nigeria-Cameroon
Mbe1-5,Mbe,"9,080","6,245",Nigeria,Nigeria-Cameroon
Mbe1-7,Mbe,"9,080","6,245",Nigeria,Nigeria-Cameroon
Mbe1-9,Mbe,"9,080","6,245",Nigeria,Nigeria-Cameroon
Mtc1-26,MtsdeCristal,"10,305","0,330",Gabon-North,Central
Mtc1-40,MtsdeCristal,"10,305","0,330",Gabon-North,Central
Mtc1-43,MtsdeCristal,"10,305","0,330",Gabon-North,Central
Mtc1-54,MtsdeCristal,"10,305","0,330",Gabon-North,Central
Mtc1-55,MtsdeCristal,"10,305","0,330",Gabon-North,Central
Mtc1-56,MtsdeCristal,"10,305","0,330",Gabon-North,Central
Mtc1-58,MtsdeCristal,"10,305","0,330",Gabon-North,Central
Mtc1-63,MtsdeCristal,"10,305","0,330",Gabon-North,Central
Mtc1-66,MtsdeCristal,"10,305","0,330",Gabon-North,Central
Mtc1-67,MtsdeCristal,"10,305","0,330",Gabon-North,Central
Mtc1-71,MtsdeCristal,"10,305","0,330",Gabon-North,Central
Mtc1-72,MtsdeCristal,"10,305","0,330",Gabon-North,Central
MTC2-24,MtsdeCristal,"10,305","0,330",Gabon-North,Central
MTC2-31,MtsdeCristal,"10,305","0,330",Gabon-North,Central
MTC2-33,MtsdeCristal,"10,305","0,330",Gabon-North,Central
MTC2-40,MtsdeCristal,"10,305","0,330",Gabon-North,Central
MTC2-42,MtsdeCristal,"10,305","0,330",Gabon-North,Central
MTC2-5,MtsdeCristal,"10,305","0,330",Gabon-North,Central
MTC2-6,MtsdeCristal,"10,305","0,330",Gabon-North,Central
MTC2-7,MtsdeCristal,"10,305","0,330",Gabon-North,Central
N173-11,Ngogo,"30,451","0,486",Uganda,Eastern
N173-14,Ngogo,"30,451","0,486",Uganda,Eastern
N173-17,Ngogo,"30,451","0,486",Uganda,Eastern
N181-11,Ngogo,"30,451","0,486",Uganda,Eastern
N181-14,Ngogo,"30,451","0,486",Uganda,Eastern
N182-2,Ngogo,"30,451","0,486",Uganda,Eastern
N183-5,Ngogo,"30,451","0,486",Uganda,Eastern
N183-6,Ngogo,"30,451","0,486",Uganda,Eastern
N186-8,Ngogo,"30,451","0,486",Uganda,Eastern
N186-9,Ngogo,"30,451","0,486",Uganda,Eastern
N190-3,Ngogo,"30,451","0,486",Uganda,Eastern
N259-5,Ngogo,"30,451","0,486",Uganda,Eastern
N259-6,Ngogo,"30,451","0,486",Uganda,Eastern
N259-8,Ngogo,"30,451","0,486",Uganda,Eastern
N260-10,Ngogo,"30,451","0,486",Uganda,Eastern
N260-6,Ngogo,"30,451","0,486",Uganda,Eastern
N260-8,Ngogo,"30,451","0,486",Uganda,Eastern
N261-3,Ngogo,"30,451","0,486",Uganda,Eastern
N261-5,Ngogo,"30,451","0,486",Uganda,Eastern
N262-4,Ngogo,"30,451","0,486",Uganda,Eastern
Ngi1-1,Ngiri,"17,892","-0,016",DRC,Eastern
Ngi1-2,Ngiri,"17,892","-0,016",DRC,Eastern
Ngi1-3,Ngiri,"17,892","-0,016",DRC,Eastern
Ngi1-4,Ngiri,"17,892","-0,016",DRC,Eastern
Ngi1-5,Ngiri,"17,892","-0,016",DRC,Eastern
Ngi1-7,Ngiri,"17,892","-0,016",DRC,Eastern
Ngi1-8,Ngiri,"17,892","-0,016",DRC,Eastern
Ngi2-1,Ngiri,"17,892","-0,016",DRC,Eastern
Ngi2-3,Ngiri,"17,892","-0,016",DRC,Eastern
Ngi2-4,Ngiri,"17,892","-0,016",DRC,Eastern
Ngi2-5,Ngiri,"17,892","-0,016",DRC,Eastern
Ngi2-6,Ngiri,"17,892","-0,016",DRC,Eastern
Ngi2-7,Ngiri,"17,892","-0,016",DRC,Eastern
Ngi2-8,Ngiri,"17,892","-0,016",DRC,Eastern
Nim1-10,East Nimba,"-8,579","7,428",Liberia,Western
Nim1-2,East Nimba,"-8,579","7,428",Liberia,Western
Nim1-3,East Nimba,"-8,579","7,428",Liberia,Western
Nim1-47,East Nimba,"-8,579","7,428",Liberia,Western
Nim1-49,East Nimba,"-8,579","7,428",Liberia,Western
Nim1-5,East Nimba,"-8,579","7,428",Liberia,Western
Nim1-51,East Nimba,"-8,579","7,428",Liberia,Western
Nim1-52,East Nimba,"-8,579","7,428",Liberia,Western
Nim1-7,East Nimba,"-8,579","7,428",Liberia,Western
Nim1-77,East Nimba,"-8,579","7,428",Liberia,Western
Nim1-78,East Nimba,"-8,579","7,428",Liberia,Western
Nim1-79,East Nimba,"-8,579","7,428",Liberia,Western
Nim2-12,East Nimba,"-8,579","7,428",Liberia,Western
Nim2-17,East Nimba,"-8,579","7,428",Liberia,Western
Nim2-3,East Nimba,"-8,579","7,428",Liberia,Western
Nim2-33,East Nimba,"-8,579","7,428",Liberia,Western
Nim2-34,East Nimba,"-8,579","7,428",Liberia,Western
Nim2-35,East Nimba,"-8,579","7,428",Liberia,Western
Nim2-44,East Nimba,"-8,579","7,428",Liberia,Western
Nim2-58,East Nimba,"-8,579","7,428",Liberia,Western
NNP1-11,Nyungwe,"29,224","-2,460",Rwanda,Eastern
NNP1-15,Nyungwe,"29,224","-2,460",Rwanda,Eastern
NNP1-26,Nyungwe,"29,224","-2,460",Rwanda,Eastern
NNP1-34,Nyungwe,"29,224","-2,460",Rwanda,Eastern
NNP1-40,Nyungwe,"29,224","-2,460",Rwanda,Eastern
NNP1-44,Nyungwe,"29,224","-2,460",Rwanda,Eastern
NNP1-54,Nyungwe,"29,224","-2,460",Rwanda,Eastern
NNP1-57,Nyungwe,"29,224","-2,460",Rwanda,Eastern
NNP1-77,Nyungwe,"29,224","-2,460",Rwanda,Eastern
NNP1-86,Nyungwe,"29,224","-2,460",Rwanda,Eastern
NNP2-2,Nyungwe,"29,224","-2,460",Rwanda,Eastern
NNP2-35,Nyungwe,"29,224","-2,460",Rwanda,Eastern
NNP2-4,Nyungwe,"29,224","-2,460",Rwanda,Eastern
NNP2-54,Nyungwe,"29,224","-2,460",Rwanda,Eastern
NNP2-55,Nyungwe,"29,224","-2,460",Rwanda,Eastern
NNP2-67,Nyungwe,"29,224","-2,460",Rwanda,Eastern
NNP2-68,Nyungwe,"29,224","-2,460",Rwanda,Eastern
NNP2-74,Nyungwe,"29,224","-2,460",Rwanda,Eastern
NNP2-79,Nyungwe,"29,224","-2,460",Rwanda,Eastern
NNP3-14,Nyungwe,"29,224","-2,460",Rwanda,Eastern
Onp1-11,Outamba-Kilimi,"-12,160","9,685",Sierra Leone,Western
Onp1-12,Outamba-Kilimi,"-12,160","9,685",Sierra Leone,Western
Onp1-2,Outamba-Kilimi,"-12,160","9,685",Sierra Leone,Western
Onp1-20,Outamba-Kilimi,"-12,160","9,685",Sierra Leone,Western
Onp1-21,Outamba-Kilimi,"-12,160","9,685",Sierra Leone,Western
Onp1-24,Outamba-Kilimi,"-12,160","9,685",Sierra Leone,Western
Onp1-25,Outamba-Kilimi,"-12,160","9,685",Sierra Leone,Western
Onp1-26,Outamba-Kilimi,"-12,160","9,685",Sierra Leone,Western
Onp1-27,Outamba-Kilimi,"-12,160","9,685",Sierra Leone,Western
Onp1-28,Outamba-Kilimi,"-12,160","9,685",Sierra Leone,Western
Onp1-29,Outamba-Kilimi,"-12,160","9,685",Sierra Leone,Western
Onp1-31,Outamba-Kilimi,"-12,160","9,685",Sierra Leone,Western
Onp1-32,Outamba-Kilimi,"-12,160","9,685",Sierra Leone,Western
Onp1-34,Outamba-Kilimi,"-12,160","9,685",Sierra Leone,Western
Onp1-35,Outamba-Kilimi,"-12,160","9,685",Sierra Leone,Western
Onp1-39,Outamba-Kilimi,"-12,160","9,685",Sierra Leone,Western
Onp1-6,Outamba-Kilimi,"-12,160","9,685",Sierra Leone,Western
Onp1-7,Outamba-Kilimi,"-12,160","9,685",Sierra Leone,Western
Onp1-8,Outamba-Kilimi,"-12,160","9,685",Sierra Leone,Western
Onp1-9,Outamba-Kilimi,"-12,160","9,685",Sierra Leone,Western
Rt1-1,Rubi-Tele,"25,077","2,417",DRC,Eastern
Rt1-2,Rubi-Tele,"25,077","2,417",DRC,Eastern
Rt1-5,Rubi-Tele,"25,077","2,417",DRC,Eastern
Rt1-7,Rubi-Tele,"25,077","2,417",DRC,Eastern
Rt1-8,Rubi-Tele,"25,077","2,417",DRC,Eastern
Rt2-1,Rubi-Tele,"25,077","2,417",DRC,Eastern
Rt2-14,Rubi-Tele,"25,077","2,417",DRC,Eastern
Rt2-21,Rubi-Tele,"25,077","2,417",DRC,Eastern
Rt2-22,Rubi-Tele,"25,077","2,417",DRC,Eastern
Rt2-24,Rubi-Tele,"25,077","2,417",DRC,Eastern
Rt2-25,Rubi-Tele,"25,077","2,417",DRC,Eastern
Rt2-26_2,Rubi-Tele,"25,077","2,417",DRC,Eastern
Rt2-31,Rubi-Tele,"25,077","2,417",DRC,Eastern
Rt2-35,Rubi-Tele,"25,077","2,417",DRC,Eastern
Rt2-37,Rubi-Tele,"25,077","2,417",DRC,Eastern
Rt2-38,Rubi-Tele,"25,077","2,417",DRC,Eastern
Rt2-41,Rubi-Tele,"25,077","2,417",DRC,Eastern
Rt2-6,Rubi-Tele,"25,077","2,417",DRC,Eastern
Rt2-7,Rubi-Tele,"25,077","2,417",DRC,Eastern
Rt2-8,Rubi-Tele,"25,077","2,417",DRC,Eastern
San1-13,MtSangbe,"-7,303","8,009",Côte d'Ivoire - North-West,Western
San1-17,MtSangbe,"-7,303","8,009",Côte d'Ivoire - North-West,Western
San1-19,MtSangbe,"-7,303","8,009",Côte d'Ivoire - North-West,Western
San1-2,MtSangbe,"-7,303","8,009",Côte d'Ivoire - North-West,Western
San1-20,MtSangbe,"-7,303","8,009",Côte d'Ivoire - North-West,Western
San1-22,MtSangbe,"-7,303","8,009",Côte d'Ivoire - North-West,Western
San1-3,MtSangbe,"-7,303","8,009",Côte d'Ivoire - North-West,Western
San1-32,MtSangbe,"-7,303","8,009",Côte d'Ivoire - North-West,Western
San1-39,MtSangbe,"-7,303","8,009",Côte d'Ivoire - North-West,Western
San1-4,MtSangbe,"-7,303","8,009",Côte d'Ivoire - North-West,Western
San2-1,MtSangbe,"-7,303","8,009",Côte d'Ivoire - North-West,Western
San2-10,MtSangbe,"-7,303","8,009",Côte d'Ivoire - North-West,Western
San2-13,MtSangbe,"-7,303","8,009",Côte d'Ivoire - North-West,Western
San2-16,MtSangbe,"-7,303","8,009",Côte d'Ivoire - North-West,Western
San2-20,MtSangbe,"-7,303","8,009",Côte d'Ivoire - North-West,Western
San2-26,MtSangbe,"-7,303","8,009",Côte d'Ivoire - North-West,Western
San2-48,MtSangbe,"-7,303","8,009",Côte d'Ivoire - North-West,Western
San2-49,MtSangbe,"-7,303","8,009",Côte d'Ivoire - North-West,Western
San2-53,MtSangbe,"-7,303","8,009",Côte d'Ivoire - North-West,Western
San2-59,MtSangbe,"-7,303","8,009",Côte d'Ivoire - North-West,Western
Sob1-24,Bakoun_Sobory,"-11,214","11,811",Guinea,Western
Sob1-27,Bakoun_Sobory,"-11,214","11,811",Guinea,Western
Sob1-31,Bakoun_Sobory,"-11,214","11,811",Guinea,Western
Sob1-32,Bakoun_Sobory,"-11,214","11,811",Guinea,Western
Sob1-33,Bakoun_Sobory,"-11,214","11,811",Guinea,Western
Sob1-4,Bakoun_Sobory,"-11,214","11,811",Guinea,Western
Sob1-47,Bakoun_Sobory,"-11,214","11,811",Guinea,Western
Sob1-5,Bakoun_Sobory,"-11,214","11,811",Guinea,Western
Sob1-56,Bakoun_Sobory,"-11,214","11,811",Guinea,Western
Sob1-57,Bakoun_Sobory,"-11,214","11,811",Guinea,Western
Sob1-6,Bakoun_Sobory,"-11,214","11,811",Guinea,Western
Sob1-7,Bakoun_Sobory,"-11,214","11,811",Guinea,Western
Sob1-77,Bakoun_Sobory,"-11,214","11,811",Guinea,Western
Sob1-83_2,Bakoun_Sobory,"-11,214","11,811",Guinea,Western
Sob1-84,Bakoun_Sobory,"-11,214","11,811",Guinea,Western
Sob2-12,Bakoun_Sobory,"-11,214","11,811",Guinea,Western
Sob2-3,Bakoun_Sobory,"-11,214","11,811",Guinea,Western
Sob2-37,Bakoun_Sobory,"-11,214","11,811",Guinea,Western
Sob2-43,Bakoun_Sobory,"-11,214","11,811",Guinea,Western
Sob2-5,Bakoun_Sobory,"-11,214","11,811",Guinea,Western
Tai_R1-23,Tai_forest,"-7,333","5,867",Côte d'Ivoire - South,Western
Tai_R1-26,Tai_forest,"-7,333","5,867",Côte d'Ivoire - South,Western
Tai_R1-28,Tai_forest,"-7,333","5,867",Côte d'Ivoire - South,Western
Tai_R1-4,Tai_forest,"-7,333","5,867",Côte d'Ivoire - South,Western
Tai_R2-13,Tai_forest,"-7,333","5,867",Côte d'Ivoire - South,Western
Tai_R2-15,Tai_forest,"-7,333","5,867",Côte d'Ivoire - South,Western
Tai_R2-16,Tai_forest,"-7,333","5,867",Côte d'Ivoire - South,Western
Tai_R2-18,Tai_forest,"-7,333","5,867",Côte d'Ivoire - South,Western
Tai_R2-22,Tai_forest,"-7,333","5,867",Côte d'Ivoire - South,Western
Tai_R2-30,Tai_forest,"-7,333","5,867",Côte d'Ivoire - South,Western
Tai_R2-4,Tai_forest,"-7,333","5,867",Côte d'Ivoire - South,Western
Tai_R2-43,Tai_forest,"-7,333","5,867",Côte d'Ivoire - South,Western
Tai_R2-5,Tai_forest,"-7,333","5,867",Côte d'Ivoire - South,Western
Tai_R2-52,Tai_forest,"-7,333","5,867",Côte d'Ivoire - South,Western
Tai_R2-57,Tai_forest,"-7,333","5,867",Côte d'Ivoire - South,Western
Tai_R2-6,Tai_forest,"-7,333","5,867",Côte d'Ivoire - South,Western
Tai_R2-8,Tai_forest,"-7,333","5,867",Côte d'Ivoire - South,Western
Tai_R2-80,Tai_forest,"-7,333","5,867",Côte d'Ivoire - South,Western
Tai_R2-88,Tai_forest,"-7,333","5,867",Côte d'Ivoire - South,Western
Tai_R2-9,Tai_forest,"-7,333","5,867",Côte d'Ivoire - South,Western
Tai-E1-13,Tai_forest,"-7,314","5,893",Côte d'Ivoire - South,Western
Tai-E1-42,Tai_forest,"-7,314","5,893",Côte d'Ivoire - South,Western
Tai-E1-50,Tai_forest,"-7,314","5,893",Côte d'Ivoire - South,Western
Tai-E1-52,Tai_forest,"-7,314","5,893",Côte d'Ivoire - South,Western
Tai-E1-54,Tai_forest,"-7,314","5,893",Côte d'Ivoire - South,Western
Tai-E1-55,Tai_forest,"-7,314","5,893",Côte d'Ivoire - South,Western
Tai-E1-56,Tai_forest,"-7,314","5,893",Côte d'Ivoire - South,Western
Tai-E1-58,Tai_forest,"-7,314","5,893",Côte d'Ivoire - South,Western
Tai-E1-60,Tai_forest,"-7,314","5,893",Côte d'Ivoire - South,Western
Tai-E1-7,Tai_forest,"-7,314","5,893",Côte d'Ivoire - South,Western
Tai-E1-8,Tai_forest,"-7,314","5,893",Côte d'Ivoire - South,Western
Tai-E2-11,Tai_forest,"-7,314","5,893",Côte d'Ivoire - South,Western
Tai-E2-18,Tai_forest,"-7,314","5,893",Côte d'Ivoire - South,Western
Tai-E2-29,Tai_forest,"-7,314","5,893",Côte d'Ivoire - South,Western
Tai-E2-31,Tai_forest,"-7,314","5,893",Côte d'Ivoire - South,Western
Tai-E2-35,Tai_forest,"-7,314","5,893",Côte d'Ivoire - South,Western
Tai-E2-48,Tai_forest,"-7,314","5,893",Côte d'Ivoire - South,Western
